"whole","cyto","nuc"
0,0,0.01
0,0,0.05
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
5.3,0.04,0
0,0,0
0.01,0,0
0,0,0
0,0,0
0,0,0
0.06,0,0.08
0,0,0.01
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0.16,0
0,0,0
0.39,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.17,0.04,0.08
0,0,0
0.05,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0.01,0
0.02,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1.85,0.07,0.05
0,0,0
0,0,0
0,0,0
0,0,0
0.02,0.01,0.01
0,0,0
9.18,9.85,12.51
0,0,0
0,0,0
0,0,0
10.87,9,20.83
0,0,0
0,0,0
0.04,0.01,0.12
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0.08,0
0,0,0
0,0,0
0.01,0,0
0.77,0.63,0.54
0,0,0
0,0,0
0.24,0.05,0.18
0,0,0
0.14,0,0
0,0,0
0,0,0
0,0.06,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.43,0.16,0.48
0,0,0
0,0,0
6.85,4.36,2.54
0,0,0
0,0,0
0.31,0.02,0
0,0,0
0,0,0
0.01,0,0
0,0,0
1.05,0.04,0.1
0.07,0.01,0
0,0,0
0,0,0
0,0,0
0.46,0,0.04
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.03
0.31,0,0.04
0,0,0
0,0,0
0,0,1.16
0,0,0
0,0,0.01
0,0,0
0.15,0.01,0.01
0,0,0
0,0,0
0.24,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.03
0,0,0
0.23,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.01
7878.77,9884.12,1567.12
0,0,0
152.42,335.32,42.3
0,0,0
0,0,0
1.11,1.22,2.04
0.29,0.04,0.12
0.03,0,0
0,0,0
3.57,0.9,2.15
0.05,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.05
0,0,0
0,0,0
0,0,0
0,0,0
2.3,0.1,1.31
0.14,0,0
0,0,0
0.19,0,0.02
0,0,0.98
0,0,0
0,0,0
0.08,0.01,0
0,0,0
0.04,0,0
0,0,0
0,0.02,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.12,0.29,0.27
1,0.39,3.08
0,0,0
0.04,0,0.01
0.07,0,0
0.9,0.3,0.66
0,0,0
0,0,0
0.05,0.02,0.01
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.13,0.03,0
0,0,0
0,0,0
0,0.01,0
0,0,0
0,0,0
0,0.02,0.03
0.85,4.47,22.26
0,0,0
0.08,0.09,0.11
0,0,0
0,0,0.06
0,0.01,0
0.02,0.08,0.25
0,0,0
0,0,0
0,0,0
0.32,0.03,0.22
0,0,0
0,0,0
0,0,0
0.01,0,0.05
0,0,0
0,0,0
0,0,0
0.42,0,0
0.05,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.02,0,0
0,0,0
0,0,0
1.05,0.16,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.11,0.01,0
0,0,0
0.07,0.05,0.02
0,0,0
0.08,0.1,0.03
0,0,0
0,0,0
0,0,0.04
0.16,0,0.01
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.06
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.08
0,0,0
0,0,0
0,0,0.04
0.36,1.65,13.38
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.17,0.01,0
0,0,0
0,0,0
3.6,4.09,7.24
0,0,0.03
0,0,0
0,0,0
0,0,0
0.27,0,0.02
0.06,0,0.04
0,0,0
0,0,0
0,0,0
0,0,0
1.15,0.33,0.18
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
3.08,0.08,0.14
0,0,0
0,0,0
0.11,0,0
0,0,0
0,0,0
0,0,0
0.03,0,0.06
0,0,0
2.31,0.64,0.81
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.04,0,0.41
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.43,0.41,0.18
0,0,0
0,0,0
0,0,0
0,0,0.08
0,0,0
0,0,0
0,0.08,0.06
0,0,0
0,0.02,0.03
0,0,0
0,0,0
2.2,0.23,0.82
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.02,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1.1,0.05,0.34
0,0,0
0.2,0.33,1.4
0,0,0
0,0,0
1.59,0.15,0.33
0.03,0,0
0.14,0,0.04
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.4,0.04,0.64
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.03,0,0
0,0,0
0,0,0
0.16,0.05,0.14
0.1,0.11,0.19
0,0,0.01
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.08,0.03,0.06
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,2.27,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.05,0,0.01
0,0,0
0,0,0
0,0,0
0.06,0,0
0,0,0
0,0,0
0.03,0,0
0,0,0
0,0,0
2.03,2.5,1.5
0,0,0
0,0.02,0
0.06,0,0
0.15,0,0.01
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.01,0,0.03
0,0,0
0,0,0
0.02,0,0
0.02,0,0.02
0,0,0
0,0,0
0,0,0
0,0,0.01
0,0,0
0,0.01,0
0,0,0
0,0,0
0,0,0
0.01,0.01,0
0.28,0,0
0,0,0
0.28,0.03,0
0,0,0
0.43,0.21,0.26
0.1,0.29,0.15
0.08,0.03,0.12
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.13,0,0
0,0,0
0,0,0
0,0,0
0.05,0.02,0
0.08,0.04,0
0,0,0
0,0,0
0,0,0
0.05,0.02,0.33
0.35,0.39,0.58
0,0,0
0.06,0,0.01
0,0,0
0,0,0.11
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
30.8,3.58,3.78
0,0,0
0,0,0
0,0,0
0,0,0
3.11,0.42,0.17
0,0,0
0.12,0.14,0.14
0,0,0
0,0,0
0,0,0
0,0,0
40.77,9.17,3.66
0,0,0
0,0,0
0.95,0.2,0.51
0,0,0.31
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.2,0.07,0.04
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.22,0,0.29
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.1,0.02,0.04
0,0,0
1.4,0.08,0.04
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.2,0.03,0.19
0,0,0
0,0,0
0,0,0
0.02,0,0.01
0,0,0.1
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.01
0.94,0.47,1.58
0,0,0
0,0.04,0.11
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.81,0.16,0.45
5.42,0.78,0.74
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.28,0.08,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.06,0,0.14
0,0,0
0,0,0
0,0,0
0.02,0,0.02
0,0,0
0,0,0
0,0,0.02
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.03,0,0
0,0,0
0,0,0
0,0,0
0.18,0,0
0,0,0
0.08,0,0.01
0,0,0
0.2,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.15,0,0.08
0,0,0
0,0,0
0.02,0,0.01
0,0,0
0,0,0
0,0.08,0
0.07,0,0
0.49,0.14,3.24
3.62,3.83,3.82
0,0,0
0,0,0
0.35,0.05,0.27
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.06,0,0.09
21.62,29.37,7.14
0,0,0
0,0,0.01
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.07,0,0
0.47,0.15,1.08
0,0,0
0.06,0,0
0.98,1.11,1.01
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0.02,0
0,0,0
0,0,0
0,0,0
0.01,0,0.07
0.09,0,0
0,0,0
0,0,0.03
0.08,0.16,0.25
0.27,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.16,0.32,0.34
0,0,0
0.04,0.02,0.02
0,0,0
0.03,0.04,0.04
0.02,0,0
0.22,0,0
0,0,0
0,0.05,0.18
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0.11,0.64
0.07,0,0.02
0,0,0
0,0,0
0,0.01,0
0.43,0.22,0.4
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.01
3.1,0.33,0.13
0,0,0
0,0,0
0.38,0.3,0.95
1.42,0.15,0.22
0,0,0
0,0,0
0,0,0
0.21,0,0
0,0,0
0,0,0
0,0,0
7.93,1.19,0.55
0,0,0
0,0,0
0,0,0
0,0,0
1.2,2.32,4.6
0.04,0.03,0.02
6.41,21.14,62.95
0.15,0,0.01
0,0,0.04
0.2,0,0.03
0,0,0
0,0,0
0,0,0
0,0,0
0.09,0,0
0,0,0
0,0.03,0
0,0,0
0,0,0
1.31,0.16,0.17
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.01
0,0,0
0.89,0.54,0.86
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.43,0.01,0.06
0,0,0
0.05,0,0
0.1,0,0.03
1.04,0.03,0.05
0,0,0
0,0,0
0,0,0
0.13,0,0.08
0.63,0.16,0.29
0,0,0
0,0,0
0.1,0.01,0.02
0,0,0
0,0,0
0,0,0
0.14,0.08,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
2.03,0.51,1.98
0,0,0
0.07,0.01,0.09
0,0,0
0,0,0
0,0,0.03
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.02,0,0
0,0,0
0.57,0.11,0.62
0,0,0
0,0,0
0,0,0.01
0,0,0
0.31,0.12,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.15,0,0
0.42,0.19,0.43
0,0,0
0.08,0,0.03
0,0,0
0,0,0
0,0,0
0,0.01,0
0.08,0,0.21
0.79,0.11,0.17
0.4,0.26,0.35
0,0,0
3.29,0.33,0.15
0.57,0,0
0.21,0,0.03
0,0,0
0,0,0
0,0,0
8.45,10.1,3.29
0,0,0
0,0,0.06
0,0,0
0,0,0
0,0,0
0,0,0
1.42,0.31,0.64
0.45,0.02,0.08
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.01,0,0
0,0,0
0,0.02,0
0,0,0
0,0,0
0.87,0.12,0.13
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
59.87,44.3,56.15
0,0,0
0,0,0
0,0,0
0,0,0.03
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.25,0,0.02
0,0,0.11
3.81,1.24,4.84
0.12,0.13,0.44
0,0,0
0.26,0.02,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.04,0.02,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
4.19,2.17,4.42
1.16,0.12,0.42
0,0,0
0,0,0
0,0,0
0.55,0.01,0.01
0,0,0
0.08,0.18,0.37
0,0,0
0,0,0
0,0,0.05
3.16,0.35,0.96
0,0,0
0,0,0
0,0,0
0.19,0,0
0,0,0
0.19,0,0
0,0,0
0,0,0
0,0,0
7.13,2.05,0.72
0,0,0
0,0,0
0,0,0
3.65,0.56,0.58
0,0,0
0,0,0.02
0,0,0
0,0,0
0,0,0
0.05,0.37,0.4
0,0,0
0,0,0
0,0,0
0,0.05,0.12
0.04,0,0.04
0,0,0
0,0,0
0,0,0.37
0,0,0
0,0,0
0,0,0
0.21,0.14,0.27
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.21,0.09,0.53
0,0,0
0,0,0
0.02,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
7.25,5.28,25.07
0,0,0
0.21,0.01,0
0,0,0
0.1,0,0.1
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.14,0.03,0.15
0,0,0
0.32,0,0
0,0,0
0,0,0
0.25,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.94,0.21,0.13
0,0,0
0,0,0
0,0,0
0,0,0
0.74,0.04,0.07
0.08,0.01,0.15
0,0,0
0.13,0.05,0.11
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.9,0.24,2.72
0,0,0
0,0,0
0,0,0
0.38,0,0
0,0,0
0.01,0.02,0
0,0,0
1.42,1.39,0.93
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.04,0,0
0,0,0
1.07,0.84,0.57
0.02,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.41,0.22,0.59
1.31,0,0.04
0,0,0
0,0,0
0,0,0
5.32,2.04,5.61
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1.76,0.21,0.2
0,0,0
0,0,0
0,0,0
0,0.02,0.01
0,0,0
0,0,0
0.01,0.01,0.01
0,0,0
0,0,0
0,0,0
3.92,1.14,0
0,0,0
0,0,0
0.02,0,0.01
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0.01,0.03
9.73,0.76,0.14
0,0,0
0,0,0
0.4,0.56,6.54
0,0,0
0.23,0.03,0.05
0,0,0
0,0,0
0.74,0.26,0
0.08,0,0
0.03,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.86,0.04,0.14
0.99,0.38,0.19
0,0,0
0,0,0
0,0,0
0.55,0.09,0.03
0.05,0,0.03
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
8.58,1.95,1.24
0.44,0.23,1.73
2.12,0.14,0.37
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.01,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.87,0.5,0.22
0,0,0
0,0,0
0,0,0
0,0,0
0.05,0,0.01
0,0,0
2.34,1.88,2.59
0,0,0
0,0,0
0,0,0
0,0,0
0.05,0,0.21
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.03,0,0
0,0,0
0.53,0.42,0.05
0.32,0.65,0.6
0,0,0
0,0,0
0,0.02,0
0,0,0
0,0.03,0.01
0,0,0.05
0,0,0
0.33,0.05,0.05
0,0,0
0.93,0.94,0.28
0.04,0.01,0.38
0,0,0
0.06,0.04,0.05
0,0,0
0.07,0.03,0
0.06,0,0
0,0,0
0,0,0
0,0,0
0.09,0,0.5
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.13,0,0
0,0,0
0,0,0
0,0,0
4.14,0.54,1.62
0,0,0
0.81,0.34,0.44
0,0,0
0,0,0
0,0,0
0.04,0,0
0,0,0
0.28,0.07,0
0,0,0
0,0,0.02
0.06,0,0
0,0,0
0.34,0.04,0.03
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1.39,0,0
0,0,0
0.14,0.12,3.17
0.03,0,0.01
0,0,0
0,0,0
0,0,0
0,0,0
14.07,1.79,3.85
0.06,0,0.03
0,0,0
0,0,0
0,0,0
0.03,0,0.04
0,0,0
0,0,0
0,0,0
0,0,0
0.11,0,0
0,0,0
0,0,0
0,0,0
8.32,0.92,4.71
0,0.05,0.07
0,0,0
0,0,0
0,0,0
0.26,0.28,0.05
0,0,0
4.85,1.83,1.12
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.17,0.06,0.09
0,0,0
0,0,0
103.96,8.14,1.34
0,0,0
0,0,0
0,0,0.27
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.23,0,0
0,0,0
0,0,0
0,0.01,0
0,0,0
0,0,0
0,0,0
9.42,3.92,20.91
0,0,0
0,0,0
0,0,0
0,0,0
0.71,0.16,0.11
0,0,0
0,0,0
0.03,0,0
1.78,1.62,1.85
0,0,0
0.18,0.18,0.94
0.39,0,0
0,0,0
0,0,0
1.67,0.25,3.63
0,0,0
0.44,0.59,0.11
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.04,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.05,0,0.03
0,0,0
0,0,0
0.61,0.47,6.32
0.11,0.07,0.66
0.23,0.22,0
0,0,0
0,0,0
0,0,0
0.15,0.15,0.04
0.01,0,0
0,0,0
0.03,0,0
0,0,0
0,0,0
2.13,2.88,61.74
0,0,0
0,0,0
0,0,0
0,0,0
4.81,4.08,56.42
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.01,0,0
0.22,0.02,0.05
0,0,0
0.28,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.21,0.32,0.56
0,0,0
0,0,0
0,0,0
0.08,0,0.19
0,0.02,0
0,0,0
0.51,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.32,0.09,0
0.93,0.12,0.17
0,0,0
0,0,0
0.02,0.09,0.81
0,0,0
0,0,0
0,0,0
0,0.01,0
0.03,0,0
0.1,0,0
0,0,0
0,0,0
0,0,0.03
0.02,0,0
0,0,0
0.07,0,0.02
0,0,0
1.63,1.04,3.56
2.07,1.47,1.21
0,0,0
0,0,0
0,0,0
0.15,0.29,0.32
0,0,0
0,0,0
0,0.13,0
0,0,0
0,0,0
0,0,0
0.08,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.08,0,0
0.07,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.13,0,0
0.04,0,0.05
0,0,0
0,0.05,0
0,0,0
0,0,0
0.04,0,0
0,0,0
0,0,0
0,0,0.06
0,0,0
4.35,3.5,1.61
0,0,0
0,0,0
0.05,0.06,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.03,0,0.02
0,0,0
0.06,0,0
0,0,0
0,0,0
1.38,1.07,8.39
0.63,0.09,0.41
0,0,0
0,0,0
0,0,0
0.02,0,0
0,0,0
0,0,0
0.55,1.65,10.18
0,0,0
0,0,0
0,0,0
0.17,0.02,0.02
1.09,0.08,0
0.58,0.04,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.15
0,0,0
0,0,0
0,0,0
0,0,0
0.05,0.03,0.06
0,0,0
0,0,0
0,0,0
0.12,0,0.2
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.13,0,0
0,0,0
0,0,0
0.22,0,0
0,0,0
0,0,0
0,0,0.01
0,0,0
0.02,0,0.04
0,0,0
0,0.03,0.12
0,0.01,0
0,0,0
0.07,0,0.05
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.57,0,0.39
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.09,0,0.03
0,0,0
0,0,0
0,0,0
0.55,0.85,0.8
0,0,0
0,0,0
0,0,0
0.02,0,0.01
0,0,0
178.75,130.93,24.46
0,0,0
0,0,0
0.05,0.34,0.82
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.22,0,0.02
2.67,3.15,5.09
0,0,0
0,0,0
0,0,0
0.13,0.24,0.05
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.02,0,0
0,0,0
3.09,0.79,1.23
0,0,0
0,0,0
0.38,0.04,0.04
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.16,0,0
0,0,0
0.63,0.02,0.06
0,0,0
0.15,0,0.2
0,0,0
0.11,0.02,0.18
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.03,0.07,0.04
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
2.4,2.71,20.81
0.12,0.08,0.18
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.11,0,0.12
18.66,4.81,6.5
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.05,0,0
0,0,0
0,0,0.08
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.54,0.13,0.9
0,0,0
0.33,0.28,0.09
0,0,0
0,0,0
0,0,0
0.31,0.22,0.59
0,0,0
0.06,0.03,0
0.2,0,0.09
0,0,0
0,0,0
0,0.08,0.13
0,0,0
0.06,0,0.02
0,0,0
0,0,0
12.18,1.89,0.48
0,0,0
0.11,0.02,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0.01,0.02
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.27,0.07,0.14
0,0,0.87
0,0,0
0,0,0
1.65,0.09,0.69
0.03,0,0
0,0,0
0,0,0
3.19,0.23,0
0,0,0
0.02,0.01,0
0,0,0
0.59,0,0.53
0,0,0
0.27,0.02,0.05
0,0,0
0,0,0
1.36,0.76,5.85
0,0,0
0.42,0.02,0.42
0,0,0
0,0,0
1.57,0.9,0.45
3.86,2.43,3.09
0,0,0
0,0,0
0,0,0
0.16,0.05,0.11
0,0,0
0,0,0
1.29,0.1,0.07
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.19,0,0
0,0,0
0.13,0.03,0
0,0,0
0,0,0
0,0,0
1.02,0.1,0
0,0,0
0.24,0,0.04
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.16,0.04,0
2.16,0.16,0.97
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.43,0,0
0,0,0
0,0,0
2.22,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.03,0.01,0.01
0,0,0
33.88,12.03,18.1
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.07,0,0
0.67,0.96,2.25
0,0,0
0,0,0
0.01,0,0
0.08,0,0
0,0,0
0.73,0.08,4.89
0,0,0
0,0,0
0,0,0
0,0,0
0.07,0.01,0.05
0.83,0.3,0.32
0,0,0
0,0,0
0,0,0
0,0,0
0.09,0,0.09
0.4,0.36,1.37
0.38,0.05,0.18
0,0,0
0,0,0
7.26,5.46,0.9
0.11,0,0.02
0,0,0
0,0,0
0,0,0
0.16,0.02,0.08
0,0,0
0.53,1.22,0.55
0,0,0
0,0,0
0,0,0
0,0,0
0.39,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.12,0.02,0
0.63,0,0.16
0.01,0.01,0.01
0,0.04,0.18
0,0,0
0.1,0,0.05
0,0,0
0.04,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
8.08,3.34,5.46
0,0,0
0.02,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.02,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.06,0.05,0.08
0.18,0,0.03
0,0,0
0,0,0.02
0,0,0
0,0,0.04
0,0,0
0,0,0
0,0,0
0,0,0
0.13,0,0.01
0,0,0
0,0,0
0,0,0
0,0.03,0
0.05,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.14,0,0.25
0,0,0
0,0,0
0.11,0.02,0.05
0,0,0
0,0.01,0
0.01,0,0
0,0,0
0.09,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.1
0.02,0,0.01
0,0,0
0,0,0
0,0,0
0.53,0.68,0.49
0,0,0
0,0.02,0
0,0,0
0,0.01,0
0,0,0
0.06,0.01,0
0.07,0,0
1.38,0.13,0.97
0,0,0
0.03,0,0
0,0,0
0,0.01,0
0,0,0
0,0,0
0,0,0
0.29,0.01,0.15
0,0,0
0,0,0.03
0,0,0
0,0,0
0.06,0.01,0.03
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.37,0.02,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
2798.48,3978.79,1164.25
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.37,0,0.16
0,0,0
0,0,0
0.2,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.06,0,0.02
0.03,0.02,0.02
0,0,0
0.23,0,0
0,0,0
0.07,0,0.06
0,0,0
0.25,0,0.26
0,0,0.03
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.89,0.1,0.09
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.03
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.21,0.25,0
0,0,0
0,0,0
0,0,0
0,0,0
0.15,0.01,0
0,0,0
0,0,0
0.22,0.04,0.03
0,0,0
0,0,0
3.66,2.92,7.17
0,0,0
0,0,0
0,0,0
0,0,0.01
0,0,0
0,0,0
0,0,0
0.61,0.19,0.4
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
4.5,2.46,1.04
0.19,0.05,0.69
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.12,0.04,0.06
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.27,0,0
0,0,0
0.01,0.01,0.03
0,0,0
0,0,0
0.04,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.28,0.1,0.11
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.91,0.11,0.1
0.03,0.02,0.03
0,0,0
0,0,0
0,0,0
0,0,0
0.05,0.03,0
0.07,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
7.78,0.66,0.22
0,0,0
0.04,0.09,3.38
0,0,0
0,0,0
0.1,0.04,0.11
0,0,0
0,0,0
0.22,0.02,0.14
0,0,0
0,0,0
0.05,0,0
0,0.03,0
0,0,0
0,0,0
0.28,0,0.08
0.19,0,0
0,0,0
0,0,0
0.01,0,0
0,0,0
