,total,Cytosol,Insoluable,Membrane,Nucleus
ENSG00000164483.16,0.13869038,0.05,0.115282978,0.079906725,0.204350551
ENSG00000164484.11,0.234508893,0.009512782,0.005489666,0.019968908,0.215835005
ENSG00000164485.14,0,0,0,0.004984454,0
ENSG00000164488.11,0,0,0,0,0
ENSG00000164494.11,9.228943009,3.576126325,8.49275836,4.618849606,5.955381145
ENSG00000164500.6,0,0,0,0,0
ENSG00000164506.14,92.74006872,3.318215052,32.32642463,5.611471089,108.9733074
ENSG00000164508.4,0,0.469744357,0.175669299,0.08,0.09167001
ENSG00000164509.13,0.02021827,0.004756391,0,0.005015546,0.010185557
ENSG00000164512.17,35.25880557,20.76499252,34.29602857,18.63290131,42.67830993
ENSG00000164520.11,0.030327405,0,0.021958662,0,0
ENSG00000164530.13,0.190545675,0.21037143,0.035489666,0.135202096,0.602783351
ENSG00000164532.10,0.05,0,0,0,0.015278335
ENSG00000164535.14,10.16789208,2.328793989,3.571131911,2.935046638,20.6080015
ENSG00000164542.12,0.24978173,0.015730827,0.127655016,0.044984454,0.499257773
ENSG00000164543.5,8.474583669,3.507587978,5.573297261,3.014113886,9.267587763
ENSG00000164548.10,77.05984439,14.89448123,85.72311981,17.35298305,115.6979262
ENSG00000164556.7,0.05,0.015730827,0,0,0.124907222
ENSG00000164574.15,18.16319927,1.771345866,6.482551672,3.749440349,18.15938314
ENSG00000164576.11,29.28568714,34.22932479,35.36880424,43.61521363,38.17546639
ENSG00000164587.11,1519.231534,2672.270789,3426.281476,4071.750467,1355.681302
ENSG00000164588.5,0,0,0,0,0
ENSG00000164591.13,0.004945433,0.004756391,0,0.020062183,0
ENSG00000164597.13,41.11709983,3.32253236,14.86344228,3.207543754,21.62915496
ENSG00000164600.5,0,0,0,0,0
ENSG00000164603.11,3.964215846,0.740487218,1.28724164,0.929657991,2.795361082
ENSG00000164604.12,6.333710589,1.547076693,4.898041338,2.749005065,9.515195588
ENSG00000164609.9,42.62343572,11.30672933,70.56337842,11.52056943,52.44709128
ENSG00000164610.8,26.75058003,59.77396995,37.67787901,44.46039266,25.98395688
ENSG00000164611.12,185.053177,241.565388,324.1925051,209.2953691,168.3909579
ENSG00000164615.4,16.80534155,25.47610681,14.4592003,23.8443724,13.11305165
ENSG00000164616.15,0,0,0,0,0.039257773
ENSG00000164619.8,0.004945433,0,0.005489666,0,0
ENSG00000164620.8,15.76076394,10.12369024,9.00231793,15.33489118,32.10041623
ENSG00000164621.5,0.02021827,0.082436089,0.029020669,0.039968908,0.025463892
ENSG00000164626.8,36.88560024,4.504524816,9.796208201,5.838600872,55.99355063
ENSG00000164627.17,0.029890865,0.009512782,0.005489666,0,0
ENSG00000164631.18,14.93327405,6.091090223,5.708535875,5.81981345,30.5051379
ENSG00000164638.10,0.877782942,0.611577441,0.367448328,1.000652926,0.781298897
ENSG00000164645.2,0,0,0,0,0
ENSG00000164647.8,2.396875504,1.576473687,1.277627962,1.040248734,2.175361082
ENSG00000164649.19,1.628437752,0.480974436,1.447214586,0.664580262,1.186948346
ENSG00000164651.16,0.48978173,0.02,0.15059301,0.025015546,0.454164995
ENSG00000164654.15,22.44789208,2.788678202,12.7986614,4.518569781,22.96967151
ENSG00000164659.14,54.94912086,3.465778962,20.49745807,5.39567825,76.13419005
ENSG00000164663.13,9.817673807,0.270487218,1.828841035,0.645046638,14.02612587
ENSG00000164669.12,0.825163702,0.289512782,0.403917325,0.369720174,2.863525578
ENSG00000164674.15,0.285491107,0.041461654,0.190979331,0.139937817,0.459814443
ENSG00000164675.10,2.504836298,0.379884212,1.38216535,0.399751266,2.230185557
ENSG00000164683.16,8.359706953,2.862228582,5.14551672,4.623771877,9.09888666
ENSG00000164684.13,0,0,0,0,0
ENSG00000164687.10,17.94519806,37.29195342,25.02904772,27.54047615,12.88276079
ENSG00000164690.7,0,0.004756391,0,0,0
ENSG00000164691.16,0,0,0,0,0.054907222
ENSG00000164692.17,4.733055779,0.245359396,1.288607293,0.115077729,7.929320458
ENSG00000164694.16,0,0,0,0,0
ENSG00000164695.4,10.76421585,6.136521823,9.671060493,7.622248382,6.017690572
ENSG00000164707.15,0.604508893,0.209512782,0.484510334,0.344518078,0.890371113
ENSG00000164708.5,0.05,0,0,0.015046638,0.03055667
ENSG00000164713.9,42.43661076,292.4355474,30.53342279,182.5845216,26.9828661
ENSG00000164715.5,9.491418755,0.33,1.154303647,0.41526428,11.72773319
ENSG00000164729.7,0,0,0,0,0
ENSG00000164733.20,130.3404143,63.45282572,59.45834432,75.78886916,164.5751404
ENSG00000164736.5,0,0,0,0,0
ENSG00000164740.5,0,0,0,0,0
ENSG00000164741.14,23.79941997,0.62317895,5.561779029,1.608973973,19.58534102
ENSG00000164742.14,0.045272837,0,0,0,0.015278335
ENSG00000164743.4,0.119672595,0.014756391,0.021958662,0,0.019628887
ENSG00000164744.12,0.264290623,0.143781955,0.245103344,0.105046638,0.174721665
ENSG00000164746.13,0,0,0,0.005015546,0
ENSG00000164749.11,0,0,0,0,0
ENSG00000164751.14,26.22762733,21.17118649,22.85336111,18.36084925,22.62808425
ENSG00000164754.12,144.5459479,8.693347424,96.75747974,17.49884785,111.182159
ENSG00000164756.12,0.835054567,0.406218045,0.347448328,0.445108821,2.161484454
ENSG00000164758.7,21.72061439,40.68441358,28.91975869,26.73959581,19.18323721
ENSG00000164761.8,0,0,0,0,0
ENSG00000164764.10,0,0,0,0,0
ENSG00000164776.9,0.89847211,0.194756391,0.146082675,0.259844541,2.973588262
ENSG00000164778.4,0.080109135,0.015243609,0.051572341,0.01,0.081298897
ENSG00000164794.8,0,0,0,0,0
ENSG00000164796.17,0,0,0,0,0.02944333
ENSG00000164808.16,31.21439976,3.559049632,23.30693648,6.809543402,48.1131369
ENSG00000164815.10,33.75541633,15.5630482,32.60503193,12.68780227,23.41936058
ENSG00000164816.7,0,0,0,0,0
ENSG00000164818.15,36.32549111,4.314317309,24.5651304,8.391564364,28.67964895
ENSG00000164821.4,0,0,0,0,0
ENSG00000164822.4,0,0,0,0,0
ENSG00000164823.9,14.5104709,7.239884212,7.33984742,6.23018655,6.285586764
ENSG00000164825.3,0,0,0,0,0
ENSG00000164828.17,72.60224536,29.2635699,16.27762796,18.60907878,142.4146363
ENSG00000164830.17,17.21625505,2.316473687,8.666963534,2.494207161,14.44618606
ENSG00000164841.4,0.034836298,0.015730827,0.025489666,0.01,0
ENSG00000164845.16,0.14087308,0.126705263,0.018041338,0.11981345,0.306845536
ENSG00000164849.8,2.472107923,0.846333832,0.940179634,0.980062183,3.142948845
ENSG00000164850.14,0.115272837,0.080974436,0.173324315,0.159968908,0.30888666
ENSG00000164853.8,0,0,0,0.005015546,0
ENSG00000164855.15,0.110109135,0.020974436,0.010979331,0.005015546,0.140185557
ENSG00000164867.10,66.45480194,57.54432186,38.61596689,61.83442305,39.50468154
ENSG00000164871.17,0,0,0,0,0
ENSG00000164877.18,83.65808205,11.95573083,27.64786927,18.95713956,162.3823795
ENSG00000164879.6,0.164727163,0.015243609,0.101958662,0.119782358,0.763608325
ENSG00000164880.15,68.54766169,6.469001497,32.51303647,11.36650795,113.9624423
ENSG00000164885.12,23.7474899,26.22255643,32.42685532,26.4406938,19.60624624
ENSG00000164889.12,223.6763824,36.86805113,129.9006449,93.11925204,387.6434276
ENSG00000164893.8,0,0,0,0,0
ENSG00000164896.19,84.65769605,31.9898647,24.73255167,43.41130585,215.032219
ENSG00000164897.12,171.393947,270.8601743,122.3271507,315.7614355,174.7348696
ENSG00000164898.12,20.88414107,39.28959995,37.08994589,42.94492227,26.15935809
ENSG00000164900.4,0,0,0,0,0
ENSG00000164902.13,30.10713419,3.291394001,30.29611947,3.333305501,17.28950352
ENSG00000164904.15,0.064290623,0.004756391,0.021958662,0.045015546,0
ENSG00000164916.10,17.9104709,3.984732323,4.698068392,4.093802969,15.65033099
ENSG00000164919.10,321.0827506,485.0293449,498.7562244,394.0167594,340.3177708
ENSG00000164920.9,3.88869038,1.686589475,3.524151067,3.450684018,4.378247243
ENSG00000164924.17,443.7595028,151.4965823,374.9180576,177.1827158,200.1938015
ENSG00000164929.16,0.014836298,0.217076693,0,0,0
ENSG00000164930.11,0.020109135,0,0.005489666,0.004984454,0.010185557
ENSG00000164932.12,0.27,0.110487218,0.22783465,0.215046638,0.238515546
ENSG00000164933.11,21.59553153,4.035407532,11.42495076,7.177512662,11.94534102
ENSG00000164934.13,86.39677243,27.85110388,96.80040799,17.9653558,47.11463642
ENSG00000164935.6,0.13869038,0,0.016468997,0.044860087,0.274907222
ENSG00000164938.13,4.337926435,0.073781955,1.179613678,0.374766812,5.955175525
ENSG00000164941.13,68.39862166,5.933111298,51.44569853,8.598268642,91.62477427
ENSG00000164944.11,41.59105093,7.223806023,68.18757385,9.507658342,55.8405943
ENSG00000164946.19,0.169890865,0.019025564,0.037448328,0.030031092,0.247319459
ENSG00000164949.7,0.120545675,0.024269173,0.049020669,0.075046638,0.178701103
ENSG00000164951.15,1.333492319,0.034756391,0.40275836,0.11,1.626206119
ENSG00000164953.15,4.180763945,0.380487218,0.69940699,0.200093275,5.178207117
ENSG00000164961.15,24.7256629,4.246381968,16.06307326,7.974558948,16.65367101
ENSG00000164967.9,27.38418149,21.19573083,41.29956931,31.23187528,24.55193582
ENSG00000164970.14,5.593055779,0.483294737,2.474510334,1.379720174,6.253773819
ENSG00000164972.12,0.044508893,0.353063162,0.038427659,0.069782358,0.073608325
ENSG00000164975.15,15.28246969,1.38317895,7.235570828,2.158289955,13.964002
ENSG00000164976.8,0.34043654,0.03,0.131958662,0.014984454,0.509814443
ENSG00000164978.17,12.55407841,14.49844663,21.19522887,14.54641467,12.76065948
ENSG00000164983.7,2.068581245,0.285127821,0.863531003,0.499782358,1.226845536
ENSG00000164985.14,75.06400364,19.64200611,81.10233524,21.61781204,73.1672994
ENSG00000164989.15,0.294945433,0.029025564,0.168041338,0.059937817,0.35832999
ENSG00000165006.13,16.76207356,5.253921811,14.25373769,10.55043528,13.56232949
ENSG00000165023.5,0,0,0,0,0
ENSG00000165025.14,22.1521827,6.359213555,13.79721459,9.033243318,13.05065948
ENSG00000165028.11,3.696473322,0.728909777,2.469047723,0.914984454,7.094784349
ENSG00000165029.15,0.005054567,0,0,0,0.004907222
ENSG00000165030.3,12.99225142,2.923690236,10.66948815,4.571782007,13.97828737
ENSG00000165046.12,3.43109135,2.164756391,2.415489666,1.899564716,3.308763787
ENSG00000165055.15,54.89418755,12.58594289,31.16252462,14.72203074,45.41678784
ENSG00000165059.6,0,0.005243609,0,0,0
ENSG00000165060.11,47.27889653,130.8317563,41.21003462,98.72558673,28.76964895
ENSG00000165061.14,0.055381972,0,0.010979331,0.010031092,0
ENSG00000165066.12,0.04978173,0.035243609,0.02,0.03,0.050185557
ENSG00000165071.14,0,0,0,0.025077729,0.03
ENSG00000165072.9,0,0,0,0.005015546,0
ENSG00000165076.13,0,0,0,0.015046638,0
ENSG00000165078.11,0,0,0.005489666,0,0
ENSG00000165084.15,0,0.004756391,0,0,0
ENSG00000165091.15,0,0.015730827,0.054896656,0.030062183,0.108144433
ENSG00000165092.12,32.5813844,3.426753398,31.03673954,3.827201745,20.36704866
ENSG00000165097.13,46.02399758,2.973574448,16.80062981,6.26094253,20.31742227
ENSG00000165102.14,6.684072353,1.352436089,1.421779029,1.275202096,11.73530089
ENSG00000165105.9,0,0,0.018041338,0,0.064536108
ENSG00000165113.12,3.702326193,4.141997007,2.816414889,2.11838323,4.132226681
ENSG00000165115.14,1.186180276,0.125243609,0.454124013,0.160279826,2.340082747
ENSG00000165118.14,15.69457761,2.073063162,10.25554377,2.939378166,9.372866098
ENSG00000165119.18,600.7853213,94.58488321,524.2233169,122.0798012,363.4343055
ENSG00000165120.3,0.12934519,0.029512782,0.143531003,0.029906725,0.254350551
ENSG00000165121.10,0.464072353,0.128051129,0.174510334,0.095015546,1.205546639
ENSG00000165124.17,0.64021827,0.054269173,0.35,0.074984454,1.031381644
ENSG00000165125.17,0.464072353,0.059512782,0.205282978,0.09,1.442866098
ENSG00000165131.6,0,0,0,0,0
ENSG00000165138.17,46.96036176,71.91338191,32.82336868,70.93877764,75.87563438
ENSG00000165140.9,0,0,0,0,0.015278335
ENSG00000165152.8,3.575927647,0.485615039,1.710386322,1.055015546,3.76
ENSG00000165156.14,44.69806993,4.013574448,26.85103344,8.511782007,32.11344533
ENSG00000165164.12,0.07,0.014756391,0.066468997,0.005015546,0.265278335
ENSG00000165168.7,0.810327405,0.085730827,0.304510334,0.164984454,1.32111334
ENSG00000165169.10,3.764072353,2.874293241,4.193683583,2.754207161,2.833876628
ENSG00000165171.10,0.444181488,0.200487218,0.111365653,0.224922271,0.83989719
ENSG00000165175.15,73.48031529,14.89121056,37.11086355,31.90246602,74.36267305
ENSG00000165178.9,0.134072353,0.131461654,0,0.135139913,0.08832999
ENSG00000165181.16,0.02,0,0,0,0.004907222
ENSG00000165182.10,0.07,0.040487218,0.02,0.015046638,0.040185557
ENSG00000165185.14,9.584618028,0.224756391,1.570979331,0.53981345,5.643959375
ENSG00000165186.10,0,0,0,0,0
ENSG00000165188.13,0.064508893,0.026218045,0.051958662,0.044953362,0.104721665
ENSG00000165192.13,0.01,0,0,0,0.015278335
ENSG00000165194.14,0,0,0,0,0
ENSG00000165195.14,14.11185529,1.484269173,7.2381225,2.998818514,19.60552658
ENSG00000165197.4,0.070327405,0.023781955,0.032551672,0.019937817,0.209072216
ENSG00000165202.3,0,0,0,0,0.06
ENSG00000165204.3,0,0,0,0,0
ENSG00000165209.18,68.30291835,26.64849931,57.8116535,32.59142846,75.57231442
ENSG00000165215.6,0,0,0,0,0
ENSG00000165219.21,47.30847211,1.331114291,16.90176172,2.164300436,39.48542626
ENSG00000165233.17,17.79159055,40.54779549,14.28875987,35.89420716,20.3035682
ENSG00000165238.16,2.654543251,0.219512782,1.279200303,0.329782358,2.452680541
ENSG00000165240.17,6.982291835,0.249512782,1.049613678,0.284984454,4.97878385
ENSG00000165244.6,7.844181488,0.471345866,2.364537388,0.654704629,12.14604312
ENSG00000165246.12,0,0,0,0,0
ENSG00000165259.13,0,0,0,0,0
ENSG00000165264.10,60.46846605,110.2242874,100.0557775,83.38562585,51.41723671
ENSG00000165269.12,0.195709377,0.083781955,0.181958662,0.134642445,0.098701103
ENSG00000165271.16,38.1109135,4.070255643,23.72600151,9.317730304,44.68068454
ENSG00000165272.14,40.23382578,16.79032785,16.41440212,27.5652021,49.98381644
ENSG00000165275.9,8.174359339,3.279768425,5.714456226,4.214828996,9.261898189
ENSG00000165280.15,166.9183751,9.110771479,138.4339022,14.80778095,126.297663
ENSG00000165282.13,12.09738076,1.313921811,4.455435558,1.629937817,19.26810431
ENSG00000165283.15,134.6278173,379.0979926,191.0298745,326.1985076,99.77317453
ENSG00000165288.10,7.97087308,0.094756391,1.296468997,0.195015546,6.035423767
ENSG00000165300.7,0,0,0,0,0
ENSG00000165304.7,33.99414713,9.762184998,30.96879667,12.49727371,26.59853811
ENSG00000165309.13,0.47196443,0.124269173,0.268041338,0.164953362,0.484536108
ENSG00000165312.6,1.44109135,0.11280752,0.436675685,0.289937817,2.665195588
ENSG00000165322.17,7.308179064,0.291461654,3.08969484,0.595108821,12.71391925
ENSG00000165323.15,0.045491107,0,0,0,0.004907222
ENSG00000165325.13,9.344905014,4.556545891,6.357322802,3.009036157,10.57589769
ENSG00000165338.16,3.142326193,0.672204514,0.846675685,0.634642445,8.483031592
ENSG00000165349.11,0.009890865,0,0.009020669,0.005015546,0.02
ENSG00000165355.7,3.957128132,0.290487218,2.818634347,0.934953362,4.205381145
ENSG00000165359.14,30.33174616,1.658933844,13.25994589,2.554020611,97.7629212
ENSG00000165370.1,0,0,0,0,0
ENSG00000165376.10,0,0,0,0,0
ENSG00000165379.13,0.029890865,0,0.01,0.015015546,0.024907222
ENSG00000165383.10,0.024727163,0.020487218,0,0,0.015278335
ENSG00000165389.6,8.852762733,11.20150979,8.626496051,10.92567825,6.558598293
ENSG00000165392.9,25.88941391,1.017448123,11.18150092,1.358849606,50.8172442
ENSG00000165406.15,27.74076394,1.665615039,11.67546261,5.844455895,18.94847542
ENSG00000165409.15,0.04,0,0.027448328,0,0.045835005
ENSG00000165410.14,7.99152789,4.658562414,3.128993615,3.163896244,6.262021061
ENSG00000165416.14,45.82494543,51.00639562,48.66366627,27.33990497,25.80344283
ENSG00000165417.11,20.51450889,0.45317895,4.38737691,1.299595808,9.09711384
ENSG00000165424.6,7.654583669,0.613781955,4.008014284,2.979689083,4.780742227
ENSG00000165434.7,0.713635813,0.024756391,0.279020669,0.119937817,0.940082747
ENSG00000165443.11,0,0,0,0,0
ENSG00000165449.11,1.383854083,0.128051129,0.366468997,0.229937817,1.813422768
ENSG00000165457.13,0.106145917,0.065730827,0.076855319,0.045077729,0.160742227
ENSG00000165458.13,109.6063359,6.136845118,20.17195866,9.098072313,193.4430841
ENSG00000165462.5,0,0,0,0,0
ENSG00000165471.6,0,0,0,0,0
ENSG00000165474.5,0,0,0.005489666,0.005015546,0
ENSG00000165475.13,2.648219482,4.536869185,2.978634347,4.259657991,2.221381644
ENSG00000165476.13,12.00618028,35.05148572,7.745408504,17.15305677,11.3764343
ENSG00000165478.6,0,0,0,0,0
ENSG00000165480.15,20.79570938,12.80462109,21.83850882,11.78056943,13.60117602
ENSG00000165487.13,25.38348626,4.237380471,17.96578726,3.047668121,16.71484454
ENSG00000165490.12,11.95526678,0.791345866,6.042578726,1.414766812,12.50072466
ENSG00000165494.10,49.10860348,2.660024068,15.67639758,4.938631964,133.2764919
ENSG00000165495.15,0.019890865,0.004756391,0.004510334,0.024922271,0
ENSG00000165496.4,0,0.033294737,0,0.015046638,0.034350551
ENSG00000165501.16,19.20242927,22.00619853,22.87412401,14.7169841,14.66206119
ENSG00000165502.6,173.2480598,200.1077896,380.1050178,167.6202532,165.9404765
ENSG00000165506.14,7.486180276,3.010627073,6.018014284,3.929036157,6.37010281
ENSG00000165507.8,1.064072353,0.13280752,0.262551672,0.21,1.024907222
ENSG00000165509.13,0.17043654,0,0.048041338,0.02,0.455835005
ENSG00000165511.6,0.49978173,0.249512782,0.306855319,0.249751266,0.46111334
ENSG00000165512.4,33.32570938,21.0316542,34.03345959,24.94365729,28.58946339
ENSG00000165516.10,20.8578173,13.22030378,13.89886809,10.84060052,31.33878385
ENSG00000165521.15,0.271200485,0.004756391,0.203351369,0.015015546,0.34944333
ENSG00000165525.17,49.59759903,7.316801533,52.03599395,6.394269344,85.53918252
ENSG00000165526.8,37.23552547,6.422392505,29.81675685,13.17732611,55.43651954
ENSG00000165527.6,29.47006872,5.749652637,19.83904772,14.50214533,26.46546389
ENSG00000165533.18,10.76327405,1.992344369,7.284151067,2.23383406,10.72424774
ENSG00000165548.10,0.02978173,0.033294737,0,0.010031092,0
ENSG00000165553.4,0,0.004756391,0,0,0
ENSG00000165555.9,0.355381972,0.457679698,0.152551672,0.324891179,0.710824974
ENSG00000165556.9,0,0,0,0,0
ENSG00000165566.12,0,0,0,0,0
ENSG00000165568.17,7.580321345,4.769049632,5.645103344,5.392963492,12.05587763
ENSG00000165572.7,2.34,0.174269173,0.943737691,0.375046638,2.213505515
ENSG00000165583.13,0.21065481,0.119512782,0.342731306,0.210124367,0.173237211
ENSG00000165584.15,52.1869038,13.85508424,44.63985716,18.40685974,117.2893906
ENSG00000165588.16,0,0,0.005489666,0,0.040742227
ENSG00000165591.6,0.913819724,0.238166916,0.708041338,0.289595808,1.729814443
ENSG00000165606.8,0,0,0.005489666,0,0.025463892
ENSG00000165609.12,110.6249798,130.9033084,161.6970544,86.19105536,84.09680042
ENSG00000165617.14,0.159672595,0.084756391,0.069020669,0.064984454,0.568515546
ENSG00000165621.8,0,0,0,0,0
ENSG00000165623.9,0,0,0,0,0
ENSG00000165626.16,8.198724739,6.233897743,3.210826751,5.314455895,6.306186056
ENSG00000165629.19,315.2747494,437.0957412,446.6098366,259.8133652,227.0642278
ENSG00000165630.13,15.7034519,6.31644962,19.03734986,5.762994584,12.92065948
ENSG00000165632.7,8.201418755,0.704269173,5.995696353,2.404611353,9.496288866
ENSG00000165633.12,3.054945433,0.643294737,1.189020669,0.834953362,2.91045386
ENSG00000165637.13,292.4807983,314.5291914,347.0116459,252.7562637,212.6412664
ENSG00000165643.10,0.104836298,0.066705263,0.124510334,0.114953362,0.151298897
ENSG00000165644.10,46.24892077,62.22893384,26.52038632,48.13957449,71.17627629
ENSG00000165646.11,2.22934519,0.210974436,0.430386322,0.189906725,3.705732196
ENSG00000165650.11,44.214808,1.528075196,9.567143168,3.0329324,22.51602056
ENSG00000165655.15,0.025054567,0.009512782,0.009020669,0.014984454,0.045278335
ENSG00000165660.7,8.716289411,1.460511286,7.669461098,2.204082794,7.533319958
ENSG00000165661.15,21.04341754,1.423063162,4.058634347,2.184860087,47.86039867
ENSG00000165669.13,36.22062045,46.04909777,43.11005411,33.20443458,27.47121615
ENSG00000165671.18,22.79730598,4.439396995,6.611006385,3.919595808,17.22975426
ENSG00000165672.6,111.9062025,68.47199114,105.4248004,59.81433955,59.78304666
ENSG00000165675.16,16.3896726,2.126497755,12.39639758,4.388880698,8.358495484
ENSG00000165678.19,229.5545655,171.3804456,268.9958923,138.6365222,128.6652032
ENSG00000165682.14,0,0,0,0,0
ENSG00000165684.3,12.18614592,1.226705263,3.143710637,1.995513013,22.80468404
ENSG00000165685.8,0.009890865,0,0,0,0
ENSG00000165688.11,92.90689774,11.14842711,67.84284927,17.82820646,103.6550777
ENSG00000165689.16,83.16782336,31.13610226,44.22947841,47.55561607,139.3868003
ENSG00000165694.9,0.014945433,0,0.019020669,0.01,0.025463892
ENSG00000165695.9,0.17934519,0.274640604,0.090206688,0.285171004,0.066206119
ENSG00000165698.15,0.769890865,1.169025564,0.517062006,0.859937817,0.604164995
ENSG00000165699.13,10.44993128,2.511230079,3.82492371,3.064611353,24.27367351
ENSG00000165702.12,66.52892077,42.17917452,79.91669299,50.70612331,55.75981694
ENSG00000165704.14,85.19229789,51.56857607,96.99688237,48.68309588,58.81342027
ENSG00000165714.10,8.688765157,6.214524816,8.887268694,9.316953011,6.044947347
ENSG00000165716.9,10.10538197,13.7659624,8.323171735,16.13062183,12.65523821
ENSG00000165724.5,49.91330235,70.83109022,34.06568661,93.80185573,72.38755263
ENSG00000165730.14,0.36956346,0.365615039,0.418248025,0.299875633,0.559814443
ENSG00000165731.17,0,0,0,0,0
ENSG00000165732.12,205.4781386,8.012136862,129.4336458,21.48376034,100.7245336
ENSG00000165733.7,24.73887429,1.431345866,20.54998269,2.109440349,24.77958876
ENSG00000165752.16,9.693601454,13.69329474,11.67969484,15.55551301,14.94575226
ENSG00000165757.8,0.01,0,0,0,0.005092778
ENSG00000165762.2,0,0,0,0,0
ENSG00000165775.17,75.09047696,152.3544962,123.1470523,142.0943742,61.20020562
ENSG00000165782.10,17.78479588,8.169488714,11.22875987,12.12217642,27.92565195
ENSG00000165792.17,78.48145311,24.17552787,53.82803377,27.25089012,182.3672166
ENSG00000165794.9,0.094945433,0.034756391,0,0.035046638,0.138144433
ENSG00000165795.21,55.30259094,8.677727834,26.42108755,13.80380297,63.8542728
ENSG00000165799.4,0,0,0,0,0.02944333
ENSG00000165801.9,5.498621663,0.652551877,2.220925223,1.285606289,10.88890922
ENSG00000165802.19,47.72680679,28.75230079,22.16538145,44.85696455,62.90213386
ENSG00000165804.15,9.822762733,2.663781955,3.184510334,5.215326463,12.51577482
ENSG00000165805.9,0.044945433,0,0.043917325,0.069844541,0.054907222
ENSG00000165806.19,10.94141875,2.66990828,8.319515206,4.573896244,9.44364845
ENSG00000165807.7,0,0.035730827,0.040979331,0.005015546,0.040742227
ENSG00000165810.16,90.09225142,3.155846614,13.67059301,7.029906725,180.3658774
ENSG00000165813.16,4.264324981,0.158538346,1.362192404,0.204891179,3.229257773
ENSG00000165816.12,0,0.005243609,0,0,0
ENSG00000165819.11,54.45323363,6.976661678,26.13394438,6.532092924,172.2288239
ENSG00000165821.11,25.67560024,1.895730827,18.17252462,6.503523143,16.39016549
ENSG00000165828.13,0.025272837,0.199257139,0.031572341,0.030093275,0.053979438
ENSG00000165832.5,7.378110347,1.143781955,4.687736178,1.244424803,4.924887159
ENSG00000165837.11,0,0,0.032937994,0.019937817,0
ENSG00000165841.9,0,0,0,0,0
ENSG00000165861.13,4.316800727,0.309025564,2.546702739,0.634704629,5.702660478
ENSG00000165863.16,0.015163702,0.034756391,0.062551672,0.075046638,0.074721665
ENSG00000165868.12,0.08,0.057679698,0.036082675,0.015046638,0.15888666
ENSG00000165874.12,0.754290623,0.397679698,0.732731306,0.504984454,1.207587763
ENSG00000165879.8,3.335381972,0.203781955,1.804330701,0.950342009,3.882412237
ENSG00000165886.4,1.393854083,1.565730827,1.120565956,1.985295371,1.487133902
ENSG00000165887.11,0,0,0,0,0
ENSG00000165891.15,8.513526678,0.238538346,2.768661401,0.814642445,6.785526576
ENSG00000165895.17,1.446909862,0.09,0.48275836,0.14,0.966206119
ENSG00000165898.13,19.23647332,36.34376244,23.53806839,34.12737852,17.78268054
ENSG00000165899.10,0.01,0,0,0,0.010185557
ENSG00000165905.16,11.45628941,7.460395498,4.514869602,9.628165588,18.20111584
ENSG00000165912.15,7.723417543,4.10598647,6.953378423,6.744455895,6.260493986
ENSG00000165914.14,64.80382578,41.44376699,39.57371064,53.8386613,36.93983451
ENSG00000165915.13,9.218362975,3.287100761,3.77,5.14090166,15.6855692
ENSG00000165916.8,176.8872433,113.0236844,288.1574624,128.3227636,127.2406269
ENSG00000165917.9,0.044836298,0,0.010979331,0.005015546,0.105649449
ENSG00000165923.15,1.225600242,0.447819553,0.423917325,0.209689083,6.329588761
ENSG00000165929.12,25.21806993,5.523318805,13.77286658,4.363927336,20.63960882
ENSG00000165934.12,47.2943371,3.251857152,36.25691917,5.659823228,24.03201856
ENSG00000165935.9,0.024727163,0,0.016468997,0,0
ENSG00000165943.4,7.205307196,0.89,4.130027054,1.729160523,7.755917752
ENSG00000165948.10,23.39821342,32.74923762,24.75284709,33.66388647,38.43878385
ENSG00000165949.12,1.736255052,3.289860145,3.342497564,3.041399128,3.1024323
ENSG00000165953.9,0,0,0.010979331,0,0
ENSG00000165959.11,0.075491107,0.050487218,0.04059301,0.034891179,0.103979438
ENSG00000165966.14,0.020109135,0.005243609,0.005489666,0,0.02
ENSG00000165970.11,0.010109135,0,0,0,0.05
ENSG00000165972.12,0,0,0,0,0
ENSG00000165973.17,0,0,0,0,0
ENSG00000165983.14,16.89105699,1.913063162,11.31449302,3.034269344,11.96505265
ENSG00000165985.9,0.030327405,0,0,0,0
ENSG00000165995.18,0.015163702,0,0,0,0.050927784
ENSG00000165996.13,3.438506469,7.520998503,2.316828265,4.526103756,5.278309927
ENSG00000165997.4,7.409597818,0.277076693,3.149640732,0.779782358,6.116186056
ENSG00000166002.6,20.19975343,36.60062707,17.86089817,49.50193747,15.34828737
ENSG00000166004.14,20.80515764,1.468909777,10.58747538,1.589160523,33.09394181
ENSG00000166006.12,0.049454325,0,0,0,0
ENSG00000166007.11,0,0,0,0,0
ENSG00000166012.14,147.5357943,192.4128739,93.11183314,89.67152174,375.6081768
ENSG00000166013.11,0,0,0,0,0
ENSG00000166016.5,0.134945433,0.010487218,0.026468997,0.010031092,0.13
ENSG00000166024.13,10.07421585,1.991833084,11.98329726,2.63383406,14.08773319
ENSG00000166025.17,19.02043654,0.505615039,7.631806083,1.534051702,13.50808175
ENSG00000166033.11,0,0.010487218,0.038041338,0.030031092,0.064536108
ENSG00000166035.10,0.620982215,0.142923307,0.224510334,0.179875633,0.704536108
ENSG00000166037.10,64.65835692,27.09875951,58.31018181,26.06853693,63.09998493
